stu_id,name,semester_id,avg_grade,attendance_percentage,assessment_count,avg_score,engagement_ratio,consistency_diff,assessment_level,risk_score,score_improvement,at_risk
10,Kevin Hall,3,52.0,67,3,79.67,16.75,27.67,0,41.0,27.67,1
10,Kevin Hall,3,80.0,75,3,73.0,18.75,7.0,0,5.0,-7.0,0
11,Justin Leonard,1,46.0,38,3,41.33,9.5,4.670000000000002,0,76.0,-4.670000000000002,1
11,Justin Leonard,1,84.0,76,3,69.67,19.0,14.329999999999998,0,0.0,-14.329999999999998,0
11,Justin Leonard,1,82.0,90,3,77.67,22.5,4.329999999999998,0,0.0,-4.329999999999998,0
11,Justin Leonard,1,85.0,96,3,80.33,24.0,4.670000000000002,0,0.0,-4.670000000000002,0
11,Justin Leonard,2,39.0,36,3,42.33,9.0,3.3299999999999983,0,85.0,3.3299999999999983,1
11,Justin Leonard,2,78.0,73,3,69.0,18.25,9.0,0,9.0,-9.0,0
11,Justin Leonard,2,90.0,88,3,59.67,22.0,30.33,0,0.0,-30.33,0
11,Justin Leonard,3,48.0,33,3,40.67,8.25,7.329999999999998,0,79.0,-7.329999999999998,1
11,Justin Leonard,3,32.0,43,3,40.0,10.75,8.0,0,85.0,8.0,1
11,Justin Leonard,3,65.0,85,3,82.33,21.25,17.33,0,10.0,17.33,0
11,Justin Leonard,3,99.0,96,3,75.67,24.0,23.33,0,0.0,-23.33,0
12,Matthew Allison,1,55.0,61,3,92.67,15.25,37.67,0,44.0,37.67,1
12,Matthew Allison,1,83.0,66,3,79.0,16.5,4.0,0,11.0,-4.0,0
12,Matthew Allison,1,56.0,99,3,68.0,24.75,12.0,0,5.0,12.0,1
12,Matthew Allison,2,98.0,87,3,76.0,21.75,22.0,0,0.0,-22.0,0
12,Matthew Allison,2,60.0,96,3,74.0,24.0,14.0,0,4.0,14.0,0
12,Matthew Allison,3,59.0,61,3,82.33,15.25,23.33,0,40.0,23.33,1
12,Matthew Allison,3,48.0,68,3,37.33,17.0,10.670000000000002,0,44.0,-10.670000000000002,1
12,Matthew Allison,3,72.0,75,3,69.0,18.75,3.0,0,13.0,-3.0,0
12,Matthew Allison,3,67.0,78,3,65.67,19.5,1.3299999999999983,0,15.0,-1.3299999999999983,0
12,Matthew Allison,3,54.0,88,3,71.67,22.0,17.67,0,18.0,17.67,1
13,Michael Avila,1,81.0,60,3,71.67,15.0,9.329999999999998,0,19.0,-9.329999999999998,0
13,Michael Avila,1,51.0,70,3,68.33,17.5,17.33,0,39.0,17.33,1
13,Michael Avila,1,95.0,89,3,67.0,22.25,28.0,0,0.0,-28.0,0
13,Michael Avila,1,99.0,95,3,67.33,23.75,31.67,0,0.0,-31.67,0
13,Michael Avila,2,91.0,66,3,67.0,16.5,24.0,0,3.0,-24.0,0
13,Michael Avila,2,48.0,73,3,44.0,18.25,4.0,0,39.0,-4.0,1
13,Michael Avila,3,37.0,38,3,41.67,9.5,4.670000000000002,0,85.0,4.670000000000002,1
13,Michael Avila,3,38.0,54,3,41.0,13.5,3.0,0,68.0,3.0,1
13,Michael Avila,3,62.0,90,3,78.33,22.5,16.33,0,8.0,16.33,0
14,Donna Torres,1,37.0,37,3,42.33,9.25,5.329999999999998,0,86.0,5.329999999999998,1
14,Donna Torres,1,99.0,87,3,81.67,21.75,17.33,0,0.0,-17.33,0
14,Donna Torres,1,70.0,96,3,75.67,24.0,5.670000000000002,0,0.0,5.670000000000002,0
14,Donna Torres,2,82.0,60,3,80.33,15.0,1.6700000000000017,0,18.0,-1.6700000000000017,0
14,Donna Torres,2,96.0,65,3,82.0,16.25,14.0,0,0.0,-14.0,0
14,Donna Torres,2,71.0,89,3,71.0,22.25,0.0,0,0.0,0.0,0
14,Donna Torres,3,99.0,66,3,79.67,16.5,19.33,0,0.0,-19.33,0
14,Donna Torres,3,88.0,82,3,68.67,20.5,19.33,0,0.0,-19.33,0
14,Donna Torres,3,99.0,86,3,68.0,21.5,31.0,0,0.0,-31.0,0
14,Donna Torres,3,98.0,95,3,91.33,23.75,6.670000000000002,0,0.0,-6.670000000000002,0
15,Kimberly Hardin,1,82.0,60,3,80.0,15.0,2.0,0,18.0,-2.0,0
15,Kimberly Hardin,1,48.0,64,3,35.33,16.0,12.670000000000002,0,48.0,-12.670000000000002,1
15,Kimberly Hardin,1,89.0,81,3,77.33,20.25,11.670000000000002,0,0.0,-11.670000000000002,0
15,Kimberly Hardin,1,85.0,84,3,76.67,21.0,8.329999999999998,0,0.0,-8.329999999999998,0
15,Kimberly Hardin,1,55.0,89,3,87.33,22.25,32.33,0,16.0,32.33,1
15,Kimberly Hardin,2,33.0,40,3,40.0,10.0,7.0,0,87.0,7.0,1
15,Kimberly Hardin,2,50.0,66,3,72.33,16.5,22.33,0,44.0,22.33,1
15,Kimberly Hardin,2,33.0,70,3,35.67,17.5,2.6700000000000017,0,57.0,2.6700000000000017,1
15,Kimberly Hardin,2,66.0,80,3,78.33,20.0,12.329999999999998,0,14.0,12.329999999999998,0
15,Kimberly Hardin,3,36.0,49,3,39.33,12.25,3.3299999999999983,0,75.0,3.3299999999999983,1
15,Kimberly Hardin,3,91.0,64,3,67.33,16.0,23.67,0,5.0,-23.67,0
15,Kimberly Hardin,3,57.0,85,3,63.33,21.25,6.329999999999998,0,18.0,6.329999999999998,1
15,Kimberly Hardin,3,89.0,98,3,75.67,24.5,13.329999999999998,0,0.0,-13.329999999999998,0
16,Felicia Miller,1,84.0,63,3,77.67,15.75,6.329999999999998,0,13.0,-6.329999999999998,0
16,Felicia Miller,1,76.0,67,3,70.0,16.75,6.0,0,17.0,-6.0,0
16,Felicia Miller,1,63.0,76,3,76.33,19.0,13.329999999999998,0,21.0,13.329999999999998,0
16,Felicia Miller,1,57.0,84,3,70.67,21.0,13.670000000000002,0,19.0,13.670000000000002,1
16,Felicia Miller,2,89.0,67,3,72.67,16.75,16.33,0,4.0,-16.33,0
16,Felicia Miller,2,83.5,72,6,75.0,10.285714285714286,8.5,1,4.5,-8.5,0
16,Felicia Miller,2,90.0,83,3,76.67,20.75,13.329999999999998,0,0.0,-13.329999999999998,0
16,Felicia Miller,3,73.0,64,3,73.0,16.0,0.0,0,23.0,0.0,0
16,Felicia Miller,3,69.0,74,3,73.67,18.5,4.670000000000002,0,17.0,4.670000000000002,0
16,Felicia Miller,3,53.0,93,3,91.33,23.25,38.33,0,14.0,38.33,1
17,Emily Shah,1,44.0,35,3,35.33,8.75,8.670000000000002,0,81.0,-8.670000000000002,1
17,Emily Shah,1,76.0,67,3,90.67,16.75,14.670000000000002,0,17.0,14.670000000000002,0
17,Emily Shah,1,94.0,70,3,64.0,17.5,30.0,0,0.0,-30.0,0
17,Emily Shah,2,74.0,61,3,76.0,15.25,2.0,0,25.0,2.0,0
17,Emily Shah,2,38.0,68,3,36.0,17.0,2.0,0,54.0,-2.0,1
17,Emily Shah,2,82.0,87,3,70.0,21.75,12.0,0,0.0,-12.0,0
17,Emily Shah,2,94.0,94,3,76.67,23.5,17.33,0,0.0,-17.33,0
17,Emily Shah,2,99.0,100,3,88.0,25.0,11.0,0,0.0,-11.0,0
17,Emily Shah,3,69.0,71,3,90.33,17.75,21.33,0,20.0,21.33,0
17,Emily Shah,3,82.0,72,6,71.0,10.285714285714286,11.0,1,6.0,-11.0,0
17,Emily Shah,3,54.0,90,3,70.33,22.5,16.33,0,16.0,16.33,1
17,Emily Shah,3,90.0,93,3,61.67,23.25,28.33,0,0.0,-28.33,0
18,Melissa Baker,1,63.0,64,3,65.33,16.0,2.3299999999999983,0,33.0,2.3299999999999983,0
18,Melissa Baker,1,89.0,65,3,60.67,16.25,28.33,0,6.0,-28.33,0
18,Melissa Baker,1,75.0,68,3,76.67,17.0,1.6700000000000017,0,17.0,1.6700000000000017,0
18,Melissa Baker,1,42.0,71,3,39.33,17.75,2.6700000000000017,0,47.0,-2.6700000000000017,1
18,Melissa Baker,2,94.0,73,3,72.67,18.25,21.33,0,0.0,-21.33,0
18,Melissa Baker,2,52.0,76,3,71.33,19.0,19.33,0,32.0,19.33,1
18,Melissa Baker,2,59.0,81,3,80.0,20.25,21.0,0,20.0,21.0,1
18,Melissa Baker,2,84.0,98,3,75.0,24.5,9.0,0,0.0,-9.0,0
18,Melissa Baker,3,64.0,77,3,78.33,19.25,14.329999999999998,0,19.0,14.329999999999998,0
18,Melissa Baker,3,51.0,95,3,70.0,23.75,19.0,0,14.0,19.0,1
18,Melissa Baker,3,74.0,100,3,64.33,25.0,9.670000000000002,0,0.0,-9.670000000000002,0
19,Jennifer Sawyer,1,98.0,71,3,76.67,17.75,21.33,0,0.0,-21.33,0
19,Jennifer Sawyer,1,55.0,74,3,80.0,18.5,25.0,0,31.0,25.0,1
19,Jennifer Sawyer,1,74.0,81,3,91.67,20.25,17.67,0,5.0,17.67,0
19,Jennifer Sawyer,1,78.0,100,3,86.0,25.0,8.0,0,0.0,8.0,0
19,Jennifer Sawyer,2,86.0,61,3,74.0,15.25,12.0,0,13.0,-12.0,0
19,Jennifer Sawyer,2,95.0,71,3,78.67,17.75,16.33,0,0.0,-16.33,0
19,Jennifer Sawyer,2,50.0,78,3,81.0,19.5,31.0,0,32.0,31.0,1
19,Jennifer Sawyer,2,82.0,82,3,82.67,20.5,0.6700000000000017,0,0.0,0.6700000000000017,0
19,Jennifer Sawyer,3,99.0,70,3,80.0,17.5,19.0,0,0.0,-19.0,0
19,Jennifer Sawyer,3,86.0,88,3,78.67,22.0,7.329999999999998,0,0.0,-7.329999999999998,0
19,Jennifer Sawyer,3,76.0,97,3,63.33,24.25,12.670000000000002,0,0.0,-12.670000000000002,0
20,Caleb Pope,1,56.0,60,3,86.67,15.0,30.67,0,44.0,30.67,1
20,Caleb Pope,1,83.0,64,3,59.33,16.0,23.67,0,13.0,-23.67,0
20,Caleb Pope,1,51.0,75,3,72.0,18.75,21.0,0,34.0,21.0,1
20,Caleb Pope,2,100.0,85,3,79.67,21.25,20.33,0,0.0,-20.33,0
20,Caleb Pope,2,75.0,97,6,67.33,13.857142857142858,7.670000000000002,1,0.0,-7.670000000000002,0
20,Caleb Pope,3,39.0,32,3,44.67,8.0,5.670000000000002,0,89.0,5.670000000000002,1
20,Caleb Pope,3,99.0,63,3,77.0,15.75,22.0,0,0.0,-22.0,0
20,Caleb Pope,3,68.0,100,3,67.67,25.0,0.3299999999999983,0,0.0,-0.3299999999999983,0
21,Jasmin Moore,1,76.0,74,3,78.0,18.5,2.0,0,10.0,2.0,0
21,Jasmin Moore,1,64.0,98,3,69.67,24.5,5.670000000000002,0,0.0,5.670000000000002,0
21,Jasmin Moore,2,95.0,64,3,72.67,16.0,22.33,0,1.0,-22.33,0
21,Jasmin Moore,2,82.0,73,3,67.67,18.25,14.329999999999998,0,5.0,-14.329999999999998,0
21,Jasmin Moore,2,65.0,76,3,66.67,19.0,1.6700000000000017,0,19.0,1.6700000000000017,0
21,Jasmin Moore,2,75.0,91,3,78.33,22.75,3.3299999999999983,0,0.0,3.3299999999999983,0
21,Jasmin Moore,3,43.0,50,3,39.33,12.5,3.6700000000000017,0,67.0,-3.6700000000000017,1
21,Jasmin Moore,3,32.0,51,3,34.33,12.75,2.3299999999999983,0,77.0,2.3299999999999983,1
21,Jasmin Moore,3,66.0,97,3,76.0,24.25,10.0,0,0.0,10.0,0
21,Jasmin Moore,3,68.0,98,3,80.33,24.5,12.329999999999998,0,0.0,12.329999999999998,0
22,Kenneth Lutz,1,82.0,65,3,79.67,16.25,2.3299999999999983,0,13.0,-2.3299999999999983,0
22,Kenneth Lutz,1,66.0,68,3,85.33,17.0,19.33,0,26.0,19.33,0
22,Kenneth Lutz,2,75.0,65,3,78.0,16.25,3.0,0,20.0,3.0,0
22,Kenneth Lutz,2,69.0,89,3,69.67,22.25,0.6700000000000017,0,2.0,0.6700000000000017,0
22,Kenneth Lutz,3,79.0,67,3,80.67,16.75,1.6700000000000017,0,14.0,1.6700000000000017,0
22,Kenneth Lutz,3,55.0,83,3,75.0,20.75,20.0,0,22.0,20.0,1
23,Keith Hall,1,67.0,66,3,80.67,16.5,13.670000000000002,0,27.0,13.670000000000002,0
23,Keith Hall,1,31.0,67,3,38.67,16.75,7.670000000000002,0,62.0,7.670000000000002,1
23,Keith Hall,1,91.0,75,3,76.33,18.75,14.670000000000002,0,0.0,-14.670000000000002,0
23,Keith Hall,1,88.0,92,3,69.67,23.0,18.33,0,0.0,-18.33,0
23,Keith Hall,2,36.0,47,3,42.33,11.75,6.329999999999998,0,77.0,6.329999999999998,1
23,Keith Hall,2,77.5,71,6,74.5,10.142857142857142,3.0,1,11.5,-3.0,0
23,Keith Hall,2,95.0,85,3,75.33,21.25,19.67,0,0.0,-19.67,0
23,Keith Hall,3,71.0,66,3,87.33,16.5,16.33,0,23.0,16.33,0
23,Keith Hall,3,51.0,85,3,87.67,21.25,36.67,0,24.0,36.67,1
23,Keith Hall,3,99.0,89,3,86.33,22.25,12.670000000000002,0,0.0,-12.670000000000002,0
23,Keith Hall,3,63.0,93,3,82.67,23.25,19.67,0,4.0,19.67,0
23,Keith Hall,3,95.0,97,3,65.67,24.25,29.33,0,0.0,-29.33,0
24,Toni Rodriguez,1,99.0,75,3,84.67,18.75,14.329999999999998,0,0.0,-14.329999999999998,0
24,Toni Rodriguez,1,64.0,90,3,81.0,22.5,17.0,0,6.0,17.0,0
24,Toni Rodriguez,1,88.0,94,3,76.67,23.5,11.329999999999998,0,0.0,-11.329999999999998,0
24,Toni Rodriguez,2,76.0,82,3,67.33,20.5,8.670000000000002,0,2.0,-8.670000000000002,0
24,Toni Rodriguez,2,53.0,85,3,76.0,21.25,23.0,0,22.0,23.0,1
24,Toni Rodriguez,2,81.0,94,3,68.67,23.5,12.329999999999998,0,0.0,-12.329999999999998,0
24,Toni Rodriguez,3,37.0,50,3,37.33,12.5,0.3299999999999983,0,73.0,0.3299999999999983,1
24,Toni Rodriguez,3,84.0,67,3,67.0,16.75,17.0,0,9.0,-17.0,0
24,Toni Rodriguez,3,73.0,76,3,68.33,19.0,4.670000000000002,0,11.0,-4.670000000000002,0
25,Steven Fleming,1,31.0,32,3,40.0,8.0,9.0,0,97.0,9.0,1
25,Steven Fleming,1,62.0,75,3,85.0,18.75,23.0,0,23.0,23.0,0
25,Steven Fleming,1,76.0,91,3,75.67,22.75,0.3299999999999983,0,0.0,-0.3299999999999983,0
25,Steven Fleming,1,90.0,100,3,63.33,25.0,26.67,0,0.0,-26.67,0
25,Steven Fleming,2,86.0,72,3,79.0,18.0,7.0,0,2.0,-7.0,0
25,Steven Fleming,2,84.0,96,3,57.67,24.0,26.33,0,0.0,-26.33,0
25,Steven Fleming,3,32.0,32,3,46.67,8.0,14.670000000000002,0,96.0,14.670000000000002,1
25,Steven Fleming,3,59.0,70,3,71.0,17.5,12.0,0,31.0,12.0,1
25,Steven Fleming,3,50.0,90,3,79.0,22.5,29.0,0,20.0,29.0,1
25,Steven Fleming,3,93.0,96,3,69.67,24.0,23.33,0,0.0,-23.33,0
26,John Campbell,1,92.0,67,3,68.0,16.75,24.0,0,1.0,-24.0,0
26,John Campbell,1,65.0,79,3,91.0,19.75,26.0,0,16.0,26.0,0
26,John Campbell,1,87.0,98,3,70.33,24.5,16.67,0,0.0,-16.67,0
26,John Campbell,2,31.0,55,3,34.33,13.75,3.3299999999999983,0,74.0,3.3299999999999983,1
26,John Campbell,2,68.0,85,3,74.0,21.25,6.0,0,7.0,6.0,0
26,John Campbell,3,38.0,34,3,43.0,8.5,5.0,0,88.0,5.0,1
26,John Campbell,3,35.0,43,3,33.33,10.75,1.6700000000000017,0,82.0,-1.6700000000000017,1
26,John Campbell,3,46.0,51,3,43.67,12.75,2.3299999999999983,0,63.0,-2.3299999999999983,1
26,John Campbell,3,89.0,60,3,69.33,15.0,19.67,0,11.0,-19.67,0
26,John Campbell,3,97.0,86,3,78.67,21.5,18.33,0,0.0,-18.33,0
27,Jesse Hughes,1,87.0,71,3,86.33,17.75,0.6700000000000017,0,2.0,-0.6700000000000017,0
27,Jesse Hughes,1,68.0,72,3,86.67,18.0,18.67,0,20.0,18.67,0
27,Jesse Hughes,1,80.0,93,3,81.33,23.25,1.3299999999999983,0,0.0,1.3299999999999983,0
27,Jesse Hughes,2,46.0,74,3,45.0,18.5,1.0,0,40.0,-1.0,1
27,Jesse Hughes,2,60.0,83,3,86.33,20.75,26.33,0,17.0,26.33,0
27,Jesse Hughes,2,52.0,90,3,87.33,22.5,35.33,0,18.0,35.33,1
27,Jesse Hughes,2,86.0,97,3,93.33,24.25,7.329999999999998,0,0.0,7.329999999999998,0
27,Jesse Hughes,2,60.0,100,3,64.67,25.0,4.670000000000002,0,0.0,4.670000000000002,0
27,Jesse Hughes,3,32.0,52,3,31.67,13.0,0.3299999999999983,0,76.0,-0.3299999999999983,1
27,Jesse Hughes,3,85.0,78,3,80.67,19.5,4.329999999999998,0,0.0,-4.329999999999998,0
27,Jesse Hughes,3,87.0,85,3,79.0,21.25,8.0,0,0.0,-8.0,0
27,Jesse Hughes,3,90.0,86,3,76.0,21.5,14.0,0,0.0,-14.0,0
28,Sarah Howard,1,44.0,33,3,41.67,8.25,2.3299999999999983,0,83.0,-2.3299999999999983,1
28,Sarah Howard,1,41.0,42,3,43.33,10.5,2.3299999999999983,0,77.0,2.3299999999999983,1
28,Sarah Howard,1,87.0,87,3,72.67,21.75,14.329999999999998,0,0.0,-14.329999999999998,0
28,Sarah Howard,1,74.0,90,3,73.67,22.5,0.3299999999999983,0,0.0,-0.3299999999999983,0
28,Sarah Howard,2,33.0,46,3,36.67,11.5,3.6700000000000017,0,81.0,3.6700000000000017,1
28,Sarah Howard,2,84.0,67,3,73.67,16.75,10.329999999999998,0,9.0,-10.329999999999998,0
28,Sarah Howard,2,56.0,81,3,82.0,20.25,26.0,0,23.0,26.0,1
28,Sarah Howard,2,57.0,87,3,74.33,21.75,17.33,0,16.0,17.33,1
28,Sarah Howard,3,94.0,61,3,78.33,15.25,15.670000000000002,0,5.0,-15.670000000000002,0
28,Sarah Howard,3,61.0,66,3,66.67,16.5,5.670000000000002,0,33.0,5.670000000000002,0
28,Sarah Howard,3,74.0,88,3,63.33,22.0,10.670000000000002,0,0.0,-10.670000000000002,0
28,Sarah Howard,3,75.0,89,3,72.33,22.25,2.6700000000000017,0,0.0,-2.6700000000000017,0
29,Jenny Patterson,1,44.0,54,3,38.33,13.5,5.670000000000002,0,62.0,-5.670000000000002,1
29,Jenny Patterson,1,49.0,61,3,44.33,15.25,4.670000000000002,0,50.0,-4.670000000000002,1
29,Jenny Patterson,1,46.0,66,3,33.33,16.5,12.670000000000002,0,48.0,-12.670000000000002,1
29,Jenny Patterson,1,72.0,89,3,75.33,22.25,3.3299999999999983,0,0.0,3.3299999999999983,0
29,Jenny Patterson,2,72.0,64,3,88.67,16.0,16.67,0,24.0,16.67,0
